stu,skill,crtRatio
2629,18,0.75
621,85,0.5
3291,76,1.0
241,65,0.8571428571428571
3288,81,0.8888888888888888
579,85,0.3076923076923077
254,41,0.6666666666666666
714,74,1.0
356,61,0.5
3141,96,0.6666666666666666
1055,6,0.0
918,64,0.6666666666666666
323,23,0.0
3286,33,0.75
2809,93,0.14285714285714285
38,67,1.0
1363,59,0.4
1603,118,1.0
3253,15,0.75
449,111,0.6
2001,88,1.0
345,73,1.0
1257,79,0.6666666666666666
500,119,0.75
3298,58,1.0
393,85,0.8333333333333334
1367,97,1.0
1790,61,1.0
1506,91,0.875
68,4,1.0
2315,22,0.0
139,71,1.0
2286,22,0.5652173913043478
2221,38,0.0
45,87,1.0
252,0,0.3333333333333333
2973,118,1.0
2008,18,1.0
190,68,0.5
911,51,0.8823529411764706
494,62,0.5
3282,119,1.0
235,27,1.0
1177,59,0.7
461,38,0.75
95,54,1.0
1563,0,0.0
2558,18,0.6666666666666666
3269,50,0.9090909090909091
143,76,1.0
178,84,0.7142857142857143
265,50,0.8666666666666667
459,22,0.9166666666666666
3288,47,0.6
450,84,1.0
3277,47,0.8333333333333334
84,0,0.25
269,45,0.8
846,29,1.0
1410,61,1.0
1225,3,0.6666666666666666
2194,54,1.0
1580,38,0.5
3298,120,0.375
457,99,1.0
434,54,1.0
1483,49,1.0
1472,93,0.8
2315,51,1.0
211,118,0.576271186440678
3270,116,0.8064516129032258
294,120,1.0
248,29,0.8
3137,118,1.0
161,0,1.0
488,73,1.0
157,65,1.0
3282,90,0.625
104,89,0.6666666666666666
443,96,0.4
2924,54,1.0
2029,58,0.8666666666666667
3324,73,1.0
3304,24,1.0
254,111,1.0
2690,91,0.0
166,86,0.5
234,49,1.0
56,22,0.75
2138,119,1.0
3323,41,0.8333333333333334
145,66,1.0
2679,91,0.0
981,97,1.0
28,120,1.0
3308,15,1.0
848,119,1.0
2361,118,0.05263157894736842
3288,118,1.0
583,24,0.8
369,93,0.6
262,68,1.0
263,118,0.6666666666666666
2325,32,0.0
147,63,0.6666666666666666
149,113,1.0
443,86,0.5714285714285714
2807,50,0.8333333333333334
2470,52,1.0
160,44,0.7142857142857143
286,91,0.8260869565217391
1514,54,0.7142857142857143
433,22,1.0
2329,119,0.6666666666666666
1991,49,1.0
365,61,0.39473684210526316
245,29,1.0
387,76,1.0
61,51,0.7142857142857143
428,47,0.5
160,65,1.0
1997,53,0.8333333333333334
2949,93,0.75
3017,118,1.0
2068,76,0.7142857142857143
428,74,0.9
1510,95,0.7142857142857143
2922,93,0.75
587,91,0.0
346,33,0.4583333333333333
3257,62,1.0
277,73,1.0
332,96,0.0
1819,93,1.0
144,15,1.0
2006,86,1.0
149,63,0.75
3264,100,1.0
3259,23,0.8
166,121,0.8
265,74,1.0
235,120,0.75
3005,95,1.0
3291,54,1.0
244,92,1.0
3291,81,1.0
669,37,0.5
3287,79,1.0
3268,99,1.0
3326,121,0.5714285714285714
2182,118,0.6363636363636364
2321,91,0.0
2918,74,1.0
2114,76,0.0
3328,86,0.45454545454545453
2001,77,1.0
1997,95,1.0
1293,18,0.0
3298,96,1.0
2404,67,0.0
3275,84,1.0
3263,73,0.7777777777777778
257,53,0.55
250,23,0.625
2086,29,1.0
72,112,1.0
3297,26,0.0
1556,41,0.0
3264,38,0.5
2906,18,1.0
2441,54,1.0
443,119,1.0
3302,99,1.0
3005,29,0.75
467,22,0.8
2296,51,0.42857142857142855
244,2,0.9090909090909091
2371,54,0.6
254,103,0.75
76,119,1.0
166,94,1.0
1563,74,0.0
470,91,1.0
1122,71,0.8
1519,84,1.0
2138,111,0.0
282,67,0.5
1509,120,0.2222222222222222
3313,62,1.0
163,65,0.8
1989,24,1.0
108,105,0.4
161,81,0.6363636363636364
756,93,1.0
239,5,1.0
1286,37,0.2857142857142857
2999,22,0.75
3296,72,0.6363636363636364
1249,51,1.0
3263,45,1.0
3012,62,0.6666666666666666
2470,85,0.7142857142857143
3318,76,0.5
5,28,0.875
2856,50,0.75
2058,15,1.0
150,120,1.0
72,56,0.8666666666666667
3275,113,0.75
663,3,1.0
1616,99,0.8888888888888888
3103,73,1.0
262,116,0.7435897435897436
928,91,1.0
3274,29,1.0
227,117,1.0
266,50,0.8333333333333334
2028,88,0.875
286,74,0.8333333333333334
451,54,0.6470588235294118
1471,82,0.44
576,62,0.6153846153846154
696,37,0.0
139,51,0.8666666666666667
1215,19,0.0
1556,71,0.7
2374,76,0.0
156,33,0.6666666666666666
1072,85,0.0
259,110,1.0
1361,59,0.45
42,93,0.6470588235294118
3271,99,0.8
3257,54,0.875
3163,22,0.0
2011,28,1.0
2007,85,1.0
939,84,1.0
1099,96,0.0
3262,15,1.0
1998,97,0.6666666666666666
266,56,1.0
172,4,1.0
2612,66,1.0
3260,45,0.8
140,97,0.8
2908,50,0.6
1482,54,1.0
430,119,1.0
2431,117,0.75
299,119,0.8
154,53,0.7857142857142857
1551,53,1.0
425,120,0.7333333333333333
3270,113,0.6666666666666666
3306,38,0.8
806,7,1.0
160,84,1.0
244,51,0.5
368,53,0.020833333333333332
1462,54,0.36363636363636365
3298,51,0.8571428571428571
211,85,0.75
2180,4,0.7142857142857143
1486,9,1.0
178,79,0.75
161,90,0.7
228,107,0.8
2002,76,1.0
1640,2,0.75
2409,58,0.0
3322,113,0.6666666666666666
3024,93,0.6
2486,86,0.0
723,18,1.0
1498,18,0.75
3297,0,0.2
229,84,0.6923076923076923
93,22,1.0
183,63,1.0
2044,58,0.7368421052631579
3267,71,0.8
144,114,1.0
229,62,0.4666666666666667
1589,79,1.0
299,76,0.6666666666666666
398,51,1.0
596,118,0.7391304347826086
3261,84,1.0
969,85,0.0
3306,2,0.8461538461538461
171,79,1.0
249,47,0.5
1519,95,0.16666666666666666
460,84,0.8
167,93,1.0
431,51,0.7142857142857143
3326,97,0.8461538461538461
204,61,0.3888888888888889
1481,22,1.0
248,79,1.0
1478,15,0.6666666666666666
333,37,0.8
244,22,1.0
605,85,0.2857142857142857
157,38,0.8333333333333334
967,29,0.6
1519,76,0.5
2951,74,0.7142857142857143
33,110,0.0
2303,112,0.0
3268,94,1.0
798,116,0.6
2939,15,0.8333333333333334
88,51,1.0
2942,79,1.0
2409,120,1.0
155,13,1.0
1531,112,1.0
3202,10,1.0
2293,28,0.3333333333333333
187,67,0.5
3291,38,0.8
3318,47,1.0
855,79,0.6666666666666666
3294,66,0.6
459,85,0.6470588235294118
60,29,0.75
3074,18,0.7
1399,107,0.0
58,120,0.38095238095238093
2866,50,0.9090909090909091
227,18,0.75
3258,92,0.8571428571428571
2063,119,1.0
807,74,0.5
1469,24,1.0
447,118,0.6176470588235294
336,2,0.6470588235294118
1087,118,0.14285714285714285
283,85,1.0
456,112,0.8
3272,53,0.3333333333333333
3004,99,1.0
2027,108,0.8571428571428571
1909,22,0.8666666666666667
211,73,0.6842105263157895
33,11,1.0
1261,119,0.46153846153846156
1153,69,1.0
3313,35,1.0
1137,53,0.0
408,91,1.0
6,120,1.0
1055,119,1.0
1349,22,0.7142857142857143
150,119,0.8
452,96,0.6666666666666666
448,67,0.7142857142857143
1688,85,0.0
1785,85,1.0
1584,28,0.0
3312,67,0.9375
177,49,1.0
154,68,1.0
1138,95,0.36923076923076925
238,95,0.625
1262,118,0.5833333333333334
3178,99,0.2857142857142857
857,27,1.0
3309,71,0.8888888888888888
227,15,1.0
662,97,0.75
810,52,0.6
180,76,0.6666666666666666
1519,45,0.2
2179,4,1.0
420,38,0.5
3296,1,0.75
157,24,0.8888888888888888
158,95,1.0
1467,53,0.2222222222222222
2324,120,0.0
892,107,0.6666666666666666
3324,30,1.0
673,28,0.75
2062,53,0.7272727272727273
579,16,0.0
53,95,0.75
3255,76,1.0
239,84,0.6363636363636364
292,2,0.9166666666666666
1572,2,0.5
1614,21,0.41379310344827586
1194,112,1.0
568,73,1.0
446,84,0.8695652173913043
1292,76,0.9090909090909091
3312,110,1.0
1810,72,0.0
332,50,1.0
2694,119,0.0
1484,50,0.42857142857142855
2571,19,0.0
1248,95,1.0
3262,69,1.0
263,64,1.0
1738,61,1.0
1470,67,0.75
2057,2,1.0
1543,74,0.5
453,0,1.0
2361,116,1.0
2817,18,0.8
244,116,0.9259259259259259
1995,111,1.0
3296,44,1.0
3273,16,1.0
1252,47,1.0
1413,30,1.0
143,93,0.9166666666666666
1154,97,0.0
460,58,0.7272727272727273
2710,112,1.0
283,28,0.6097560975609756
2600,52,1.0
137,93,1.0
3268,61,0.5
2026,73,1.0
3319,119,1.0
672,93,0.5
2932,62,0.625
3276,84,0.8461538461538461
500,118,0.7857142857142857
300,118,1.0
3234,76,1.0
2279,37,0.75
3309,120,0.7142857142857143
2246,15,0.75
1268,53,0.2
2998,95,1.0
448,66,1.0
3305,4,0.8571428571428571
27,47,1.0
695,38,0.0
844,51,1.0
2057,63,0.5
3327,74,0.8
3296,110,0.0
148,44,1.0
565,49,0.6666666666666666
777,51,0.7142857142857143
1826,107,0.75
3311,103,1.0
2084,76,0.75
828,81,1.0
2910,67,0.0
360,61,0.5
453,76,0.7857142857142857
3245,99,1.0
2264,119,0.25
355,41,0.6666666666666666
155,119,1.0
136,35,1.0
2144,4,0.5714285714285714
3265,111,0.6666666666666666
1998,29,1.0
342,76,1.0
1474,18,0.6923076923076923
3288,51,0.9166666666666666
310,0,0.3888888888888889
154,39,0.0
444,96,0.4
144,48,0.6666666666666666
283,118,0.5454545454545454
165,97,0.9230769230769231
2000,53,0.875
1746,108,0.6190476190476191
897,107,0.7647058823529411
184,23,0.7142857142857143
159,92,1.0
2409,85,0.5714285714285714
46,99,1.0
2163,81,0.5263157894736842
267,113,0.8333333333333334
1052,15,1.0
1469,37,1.0
168,21,0.5555555555555556
239,96,0.1111111111111111
3302,92,1.0
1299,28,0.7619047619047619
2004,53,0.875
871,107,0.5
3008,119,1.0
2323,22,0.75
1286,119,1.0
1173,66,1.0
259,37,0.7272727272727273
292,0,0.625
964,118,0.6666666666666666
2131,85,0.7
2910,62,1.0
1153,3,1.0
1480,70,1.0
1208,22,0.0
165,76,0.5
243,112,1.0
3057,18,0.7777777777777778
859,73,0.39285714285714285
3290,119,1.0
3313,64,0.9230769230769231
3316,1,0.3333333333333333
3081,18,0.4666666666666667
2970,4,0.5
844,95,0.7058823529411765
3259,22,0.8571428571428571
1530,76,1.0
2223,15,0.0
863,84,0.7647058823529411
2039,93,1.0
454,54,1.0
2636,119,0.0
3305,24,0.8888888888888888
2000,119,1.0
2211,22,0.6363636363636364
2180,120,0.5
458,53,0.6666666666666666
1464,4,1.0
247,24,1.0
1027,28,0.6818181818181818
159,49,0.28125
3294,7,1.0
834,4,1.0
298,91,1.0
1347,92,1.0
22,54,0.8
2202,54,1.0
397,59,0.0
138,92,1.0
1990,58,0.8333333333333334
245,59,0.7857142857142857
442,81,1.0
442,54,1.0
3111,118,0.6666666666666666
2323,51,1.0
147,41,0.75
3286,53,0.6666666666666666
1592,22,0.6666666666666666
63,120,0.875
579,106,0.0
3021,22,0.6
192,51,1.0
3255,54,1.0
2597,86,0.5555555555555556
873,53,0.0
169,96,1.0
259,29,1.0
2609,65,1.0
2932,54,1.0
2218,18,0.0
452,29,0.5454545454545454
3326,59,0.8571428571428571
3328,63,0.75
287,105,0.0
162,90,0.8333333333333334
174,86,0.5
606,53,0.5
845,27,1.0
916,54,1.0
1028,28,0.7142857142857143
851,118,0.36
3317,63,0.75
689,37,1.0
2258,99,0.75
1016,108,1.0
136,64,0.9
662,74,1.0
36,23,1.0
2516,119,0.5
2179,59,0.5
856,119,1.0
81,116,0.75
1168,97,0.3333333333333333
291,79,0.8888888888888888
475,28,0.5
363,53,0.6666666666666666
293,89,1.0
3267,56,0.8
3290,53,0.7692307692307693
248,1,0.75
2061,48,1.0
579,71,1.0
2478,52,1.0
2129,120,0.0
2026,15,1.0
2274,4,1.0
2688,116,0.14285714285714285
175,118,0.0
1999,49,1.0
2835,50,1.0
1518,28,0.875
42,3,0.0
2457,64,0.625
2031,63,0.5
236,67,0.8148148148148148
3323,95,0.8181818181818182
3144,51,1.0
1485,4,0.5
426,86,0.0
655,18,0.8888888888888888
3025,22,1.0
3305,22,0.8571428571428571
2497,65,0.8333333333333334
2636,84,0.375
2086,108,0.8333333333333334
2278,15,1.0
425,48,1.0
3327,0,1.0
1115,64,0.5555555555555556
4,76,1.0
331,84,1.0
1053,87,1.0
153,63,0.75
161,18,0.7619047619047619
821,93,1.0
3238,29,1.0
1224,112,1.0
155,32,0.6470588235294118
469,4,0.8
2356,93,1.0
3272,68,1.0
3320,74,0.9166666666666666
898,58,0.7142857142857143
145,121,0.6666666666666666
833,91,0.8
887,51,0.8333333333333334
1714,64,0.09090909090909091
20,72,0.0
873,80,0.0
1993,2,0.75
2843,50,0.7857142857142857
2922,37,0.7692307692307693
649,26,1.0
42,65,1.0
369,62,1.0
459,103,1.0
3268,86,0.8333333333333334
3115,85,0.6
848,73,0.6666666666666666
140,81,0.8333333333333334
816,99,1.0
76,22,0.6
903,84,1.0
1167,67,0.0
435,120,0.0
2435,54,0.8
182,110,1.0
247,0,0.0
253,47,0.7272727272727273
2009,93,1.0
2037,58,0.8333333333333334
3326,65,1.0
1588,62,1.0
1140,67,0.0
688,38,0.0
3306,0,1.0
184,95,0.4411764705882353
3283,84,1.0
3260,1,1.0
865,96,0.0
2380,119,0.4
1617,34,0.3333333333333333
515,68,0.0
57,96,0.16666666666666666
577,72,0.5454545454545454
147,33,1.0
1709,28,1.0
2914,50,1.0
2916,15,0.6666666666666666
302,11,0.75
1083,118,1.0
951,67,0.08333333333333333
2355,22,1.0
2507,18,0.2857142857142857
850,99,1.0
760,118,1.0
3290,66,1.0
3287,52,1.0
142,111,0.625
3269,76,0.6
1508,84,0.75
366,85,0.5555555555555556
1246,73,1.0
84,119,1.0
1480,59,0.2
2029,120,0.3333333333333333
151,38,1.0
41,6,1.0
37,79,1.0
1141,33,0.0
337,2,0.4
247,66,1.0
744,59,1.0
2132,99,1.0
298,54,1.0
2648,117,1.0
524,28,0.4
866,4,0.5
330,48,0.0
2085,91,1.0
68,85,1.0
2244,95,0.0
135,79,1.0
2,53,1.0
2129,84,0.6363636363636364
100,73,0.8571428571428571
57,97,0.0
1638,74,0.0
3279,48,0.6666666666666666
3259,66,1.0
1615,45,0.0
3309,91,0.8
169,62,1.0
851,4,0.5714285714285714
944,118,0.0
3306,24,0.9
3310,30,0.75
2774,50,0.75
350,61,0.5714285714285714
3122,73,1.0
3267,111,0.75
3328,121,0.75
606,118,0.7272727272727273
269,4,0.65
3258,93,0.8
258,39,0.5
336,71,1.0
2639,18,0.3333333333333333
187,53,0.8333333333333334
869,22,0.7142857142857143
1035,59,1.0
1655,108,0.75
3266,47,1.0
2785,111,0.75
2466,117,0.6666666666666666
263,119,1.0
1570,39,0.0
1367,53,0.0
182,80,0.4
947,84,1.0
656,49,0.4482758620689655
3128,73,0.875
2418,13,0.3333333333333333
3270,95,1.0
35,40,0.625
3179,99,1.0
168,28,0.7368421052631579
2356,85,0.0
2,24,0.75
2366,118,0.7777777777777778
166,33,0.6666666666666666
1813,54,1.0
854,99,0.8
157,48,1.0
3323,32,0.8333333333333334
426,88,0.85
244,120,0.6923076923076923
386,79,0.8125
3284,37,0.8461538461538461
3259,111,0.75
2823,64,0.625
202,61,0.75
15,95,0.6
833,84,0.8
2596,93,0.0
3299,45,0.4
2512,18,0.4
2664,118,0.5714285714285714
3322,91,0.9
1240,51,1.0
3328,68,1.0
3277,74,0.6666666666666666
1123,4,1.0
2585,18,1.0
3002,62,1.0
1517,4,1.0
816,107,0.0
196,96,0.0
263,49,0.5
3319,97,0.7916666666666666
3288,39,1.0
472,18,0.896551724137931
1617,28,0.8863636363636364
78,91,1.0
3293,103,0.75
2264,22,0.42857142857142855
241,86,0.46153846153846156
1470,118,0.8333333333333334
1717,28,0.6
284,95,0.5
180,38,0.0
610,2,0.6363636363636364
850,4,0.8
3272,30,1.0
179,95,1.0
439,38,0.6923076923076923
156,113,1.0
2500,2,1.0
1512,28,0.5714285714285714
1015,84,1.0
3265,49,0.3333333333333333
136,16,1.0
247,22,0.9090909090909091
42,60,1.0
369,68,1.0
2454,7,1.0
1604,18,1.0
197,68,0.75
3322,4,1.0
74,38,0.0
1510,4,0.6666666666666666
223,96,0.058823529411764705
1276,54,0.6666666666666666
2049,67,0.5
859,4,0.7142857142857143
368,67,0.0
2195,54,0.8
2272,45,0.0
531,64,0.5
480,85,0.5714285714285714
163,66,1.0
163,61,1.0
1283,112,1.0
2339,76,0.0
3288,2,0.8125
2497,85,0.6666666666666666
140,23,1.0
248,49,0.30434782608695654
1702,61,1.0
3298,67,0.5555555555555556
1496,99,1.0
2089,18,0.0
3269,86,0.7619047619047619
843,120,1.0
446,67,0.7272727272727273
2295,118,0.0
1472,95,0.6875
3270,6,0.7142857142857143
170,84,1.0
452,53,0.7272727272727273
61,95,0.4166666666666667
108,46,0.5
3314,111,1.0
1057,118,0.8888888888888888
262,120,0.8181818181818182
65,30,0.8333333333333334
3267,103,1.0
1614,1,0.0
2880,62,0.0
200,61,0.14285714285714285
2344,2,0.0
1553,53,0.5384615384615384
3322,72,0.6785714285714286
600,84,1.0
64,56,1.0
998,18,0.8
3321,100,1.0
1334,28,0.5384615384615384
169,90,0.8333333333333334
173,86,0.0
2417,117,0.5
2928,93,0.8333333333333334
446,29,0.7727272727272727
947,76,0.5
240,120,0.75
3274,97,0.6176470588235294
68,47,1.0
60,84,0.9130434782608695
30,29,0.8333333333333334
151,121,0.5454545454545454
2663,22,0.0
897,29,0.8666666666666667
29,11,0.8
1138,73,0.5681818181818182
3282,51,1.0
169,21,0.6666666666666666
2093,120,1.0
166,111,1.0
1080,119,0.6111111111111112
569,88,1.0
2467,65,1.0
294,28,0.8333333333333334
3254,33,0.75
3269,60,0.3333333333333333
375,119,1.0
1824,93,0.5
3212,95,0.4
263,6,0.6
1580,93,0.3333333333333333
732,28,1.0
1993,53,0.6923076923076923
269,93,0.8666666666666667
267,99,1.0
3266,17,0.8571428571428571
150,41,1.0
2752,51,0.75
30,0,0.3333333333333333
576,66,1.0
2806,74,0.8888888888888888
1267,22,0.0
2567,116,1.0
1863,59,0.7857142857142857
2440,91,0.8
3316,44,1.0
340,50,1.0
2416,52,0.5
2702,119,0.0
412,118,0.4166666666666667
2315,119,1.0
833,119,1.0
3270,66,1.0
3160,73,1.0
3049,18,0.6
2946,72,0.7142857142857143
439,121,0.75
109,115,1.0
157,118,1.0
1109,81,0.6
2938,71,0.8333333333333334
1289,3,0.0
60,107,0.6190476190476191
931,76,1.0
156,121,0.75
3281,112,1.0
3277,113,1.0
253,116,0.7096774193548387
301,99,1.0
2292,118,0.5833333333333334
1614,34,0.0
3254,103,1.0
2283,37,0.5
446,88,0.5
346,41,0.375
168,53,1.0
258,112,1.0
336,108,0.0
3323,93,0.8461538461538461
681,18,1.0
74,62,1.0
145,6,1.0
262,54,0.8
2834,93,0.75
3276,13,0.0
2929,54,0.8
1781,85,0.0
445,73,1.0
3327,119,1.0
2417,80,0.0
576,4,0.75
286,67,0.8666666666666667
1521,68,0.3
250,48,0.6666666666666666
3064,18,0.8571428571428571
3320,64,0.875
101,67,1.0
3301,93,0.47058823529411764
152,44,1.0
3293,45,0.75
1366,58,0.0
155,28,0.7111111111111111
3292,86,0.8571428571428571
228,28,0.6481481481481481
369,50,0.6
2106,76,1.0
3136,119,1.0
156,92,1.0
2138,22,0.5
574,76,0.6666666666666666
42,114,1.0
2330,28,0.1
866,95,0.8333333333333334
3305,91,0.8
2689,92,0.0
84,87,0.7
2137,112,1.0
3253,44,1.0
1070,29,0.8333333333333334
2007,41,0.75
2513,18,0.6
1122,3,1.0
412,41,0.125
2129,90,0.5714285714285714
59,11,0.6666666666666666
653,37,1.0
2371,76,1.0
2645,50,0.0
1066,85,0.8571428571428571
2006,77,1.0
967,107,0.6666666666666666
446,22,0.9
3303,69,1.0
68,39,0.0
144,18,0.8
861,119,0.6333333333333333
2778,118,0.42857142857142855
2008,53,0.75
433,119,0.0
238,88,0.4
1472,25,0.5
259,121,0.6666666666666666
2,99,0.75
277,85,0.7222222222222222
970,107,0.8333333333333334
3098,91,0.4
34,66,1.0
2723,8,0.25
2197,119,0.3125
2355,37,1.0
1990,15,1.0
3291,74,1.0
156,30,0.75
2410,4,0.125
2050,111,0.5
808,7,1.0
356,51,0.875
3016,119,1.0
765,93,0.75
2922,71,1.0
2932,74,0.42857142857142855
2554,26,0.0
2056,99,0.4
1931,22,0.8
2453,2,1.0
1331,28,0.8
844,119,0.8235294117647058
3286,97,0.6666666666666666
18,4,1.0
267,0,0.0
3321,121,1.0
2488,86,0.0
40,21,0.5
295,84,1.0
227,90,0.7142857142857143
853,118,0.0
2325,79,0.0
1123,28,0.5714285714285714
139,69,1.0
462,54,1.0
2008,119,1.0
2088,41,0.0
1300,67,0.0
258,81,0.7333333333333333
1539,53,0.6
1053,15,0.4
1510,45,0.0
2477,85,0.8333333333333334
3023,15,0.6666666666666666
2962,38,0.0
3309,116,0.8333333333333334
592,37,1.0
3281,120,0.875
146,44,1.0
143,66,1.0
569,109,1.0
2583,99,1.0
257,80,0.5555555555555556
2050,114,1.0
1476,18,0.8333333333333334
869,73,1.0
2223,99,0.2857142857142857
200,51,1.0
2410,119,0.8333333333333334
1151,69,1.0
142,86,0.6333333333333333
104,28,0.22727272727272727
29,108,0.8888888888888888
573,118,1.0
3275,53,0.875
40,87,1.0
2054,93,1.0
180,18,0.6923076923076923
1283,71,0.7096774193548387
3313,86,0.4642857142857143
3320,56,1.0
156,74,0.7777777777777778
72,37,0.7647058823529411
1941,22,0.7647058823529411
1482,95,0.625
517,64,0.6
1472,38,0.5
245,58,0.0
157,67,1.0
579,72,0.38095238095238093
182,48,0.6666666666666666
2459,80,1.0
403,76,0.3333333333333333
3323,4,0.8888888888888888
3324,79,1.0
864,87,1.0
328,68,1.0
166,80,0.75
3264,73,0.8333333333333334
473,91,0.4
171,59,0.5555555555555556
2035,63,0.0
203,85,0.8333333333333334
282,77,1.0
979,16,0.2857142857142857
595,41,0.3333333333333333
366,61,0.375
2115,54,1.0
1076,119,0.4473684210526316
145,76,1.0
1362,120,0.0
1243,29,0.6
171,41,0.6363636363636364
277,54,0.875
177,109,0.625
2047,88,0.8888888888888888
73,22,0.5
253,19,0.6
241,79,1.0
1397,59,0.3333333333333333
2927,74,0.375
266,15,1.0
455,85,0.46153846153846156
2006,53,0.875
78,100,1.0
417,33,0.6
439,2,0.8529411764705882
288,85,0.0
2053,73,1.0
345,96,0.14285714285714285
2108,22,0.18181818181818182
2944,15,1.0
12,28,1.0
2601,33,0.0
245,120,1.0
3269,32,1.0
570,73,0.75
2005,97,0.8
874,67,0.0
3314,61,0.75
1477,38,0.0
103,76,0.8666666666666667
160,79,1.0
162,113,0.6
385,84,0.8
3286,28,0.5735294117647058
156,6,1.0
3258,30,0.5
3287,93,0.8888888888888888
2002,99,1.0
1480,85,0.6666666666666666
3257,56,1.0
98,73,0.35
3140,73,1.0
144,13,1.0
595,33,0.14285714285714285
167,120,0.8571428571428571
2465,13,1.0
254,19,0.3333333333333333
2044,53,0.3333333333333333
424,120,1.0
1470,15,1.0
863,81,1.0
3303,15,1.0
149,49,0.625
1546,56,1.0
911,84,1.0
3278,48,0.6666666666666666
265,68,1.0
3295,94,0.6
3302,47,0.5
2075,2,1.0
227,64,0.5882352941176471
1265,51,0.7142857142857143
2827,93,0.75
1121,2,0.8
428,16,1.0
166,61,0.75
3291,52,1.0
3291,95,1.0
315,66,1.0
1802,85,0.75
60,4,0.8
3296,62,0.8
1321,62,1.0
2800,93,0.0
178,73,1.0
3086,18,0.7142857142857143
38,112,1.0
3288,92,0.7
3318,99,1.0
1122,108,0.75
968,119,0.3559322033898305
1557,15,1.0
73,30,0.8888888888888888
460,120,0.391304347826087
2167,22,0.7777777777777778
2032,74,0.16666666666666666
3315,72,0.7777777777777778
1231,30,1.0
3297,4,0.5
227,86,0.0
2430,85,0.8
139,15,1.0
53,4,0.6666666666666666
3325,23,1.0
413,33,0.3333333333333333
3323,74,0.8
167,71,0.9090909090909091
635,28,1.0
864,95,0.75
36,58,0.5555555555555556
2074,79,1.0
459,33,0.16666666666666666
2242,22,0.75
3291,17,0.75
143,4,1.0
2910,15,1.0
3279,80,0.7777777777777778
33,96,1.0
919,119,0.8
2003,33,0.6666666666666666
3287,45,0.5238095238095238
333,68,1.0
810,74,0.4
1018,58,0.75
3294,6,0.3
1516,30,0.14285714285714285
245,94,0.3333333333333333
736,18,1.0
1111,29,0.7272727272727273
3274,76,0.5454545454545454
106,118,1.0
246,28,0.7575757575757576
504,67,1.0
1876,22,0.7692307692307693
3254,67,0.9047619047619048
2081,84,1.0
228,114,0.0
2226,120,0.0
2433,117,0.6666666666666666
3258,74,0.8181818181818182
165,116,0.7916666666666666
2364,51,0.5714285714285714
1056,76,0.6666666666666666
3278,21,0.6153846153846154
227,24,1.0
1496,33,0.42857142857142855
2566,3,0.0
3274,49,0.2
184,100,1.0
161,23,1.0
1514,95,1.0
3328,21,0.8333333333333334
3324,90,1.0
191,118,0.6730769230769231
1245,29,0.4
1023,28,0.9
3277,63,0.6
391,51,0.6666666666666666
3278,79,1.0
249,16,0.8
470,96,0.0
356,85,0.7272727272727273
1519,111,0.0
3270,49,0.4
2115,112,1.0
3313,37,0.75
165,48,1.0
1289,37,0.8888888888888888
1998,111,0.4
1034,28,0.8
3304,72,0.7037037037037037
107,73,0.6111111111111112
1377,59,0.7777777777777778
2007,91,1.0
1988,95,1.0
3308,120,1.0
2330,84,1.0
3304,38,0.5454545454545454
2414,111,0.0
266,69,1.0
1315,66,1.0
263,95,0.7333333333333333
857,29,0.875
149,41,1.0
399,76,0.7272727272727273
1482,8,1.0
865,118,0.6666666666666666
184,107,0.7142857142857143
1995,120,1.0
3292,94,1.0
67,89,0.0
1639,34,0.0
2392,54,0.5
739,114,1.0
829,51,1.0
810,37,0.6
1154,61,0.25
3136,4,1.0
579,22,1.0
292,111,0.0
3304,97,0.8235294117647058
1998,2,0.8333333333333334
183,61,1.0
144,62,0.5714285714285714
3308,58,0.0
73,73,1.0
232,73,0.5
144,112,1.0
1706,61,1.0
2048,58,1.0
3269,37,0.782608695652174
1012,51,0.8888888888888888
143,86,0.6129032258064516
1053,6,1.0
3307,16,1.0
2497,13,0.5
178,61,0.3333333333333333
3264,44,1.0
148,85,0.8823529411764706
552,38,0.0
1314,100,1.0
3256,32,0.8333333333333334
1555,71,0.625
148,23,1.0
1639,71,1.0
2915,62,1.0
246,6,0.8
3317,111,0.7142857142857143
302,29,0.4
152,22,0.8571428571428571
3060,18,0.0
99,56,0.5
1477,81,1.0
2058,74,0.6
2926,71,0.6666666666666666
143,60,0.5
3268,92,1.0
3305,6,0.7142857142857143
38,62,1.0
3318,41,1.0
504,59,0.5
854,88,0.2
1465,9,1.0
2006,88,0.8571428571428571
3318,118,1.0
142,17,0.5384615384615384
228,74,1.0
1622,33,0.0
21,28,0.7142857142857143
2413,18,1.0
3274,23,0.75
466,91,1.0
494,73,0.9
520,91,0.4444444444444444
2906,74,1.0
3306,81,1.0
3302,16,1.0
326,66,1.0
2766,4,1.0
3279,76,1.0
145,116,0.7058823529411765
268,41,0.6666666666666666
1415,30,0.7368421052631579
3287,37,0.8
851,5,0.0
147,80,1.0
245,2,0.8461538461538461
143,17,1.0
3329,54,0.75
185,72,0.43333333333333335
1767,85,0.6
1055,117,1.0
3290,51,1.0
61,2,0.7894736842105263
2922,54,0.75
163,50,0.9166666666666666
151,37,0.9166666666666666
3295,99,0.75
250,2,0.7272727272727273
3262,1,0.75
3148,118,0.8333333333333334
383,119,1.0
